#,Label,Predict label,Comment
1,1,0,someon add facebook feed drive applied. think uber lyft need order driver them. includ social secur number background check. coupl dai email tell drive good citi country. hei avoid peopl sign elig resid states? otherwis steal people' ident
2,0,0,"thi app product multi-task phone. respond texts, manag phone notif see, easili insert photo phone document work computer. veri better."
3,0,0,great app useful
4,0,0,thi app amazing. some peopl bad rate idk why. It work perfectly. connect easi pie work text call notif (veri lose phone (which lot) help lazi grab phone) amaz app love it. here quock suggest devs. you add abik manag phone easili 6 star app.
5,0,0,it' great brows pc notification.
6,1,0,help tool connect secur microsoft os. don't third-parti apps.
7,1,0,it' wanted. the awesom galleri design encount good level secur privacy. it' entertain app 😋😋😋😎😎😎👌👌💪👍👍
8,0,0,"simple, useful."
9,0,0,jiji peopl busi comfort house. but secur measur place cc check mate hacker kidnappers.
10,0,0,"thi ap freez relaunch slow phone down. It drain batteri life leav running. update: thei fix ap. It bog phone relaunch kill minim it. edit: januari 2020 ap fixed. last updat 9 month ago? TD ameritrad asham produc garbag ap updat 9 month bug, add featur secur flaws."
11,0,0,us
12,1,0,phone issu since. icon disappear computer. can't print email phone either. chang anything. print function stop work sync devices. thi mess stuff up. tri uninstal app resolv issu phone me. hit uninstal ask update. side note...thi feel access phone privaci
13,0,0,for easi use.
14,0,0,easi
15,1,0,got all pic doc cell save hard drive. easi backup transfer. quick well.
16,1,1,"new app jump i'm read pop up' ad load make difficult read news. it' basic simpl app anymore. also, longer share stori simpl link. the app requir 3rd parti access contact obviou privaci reasons. new 9 i'll move app easi again."
17,0,0,"clunki clumsy. todai time it. after mildli pain success orders, todai enter credit card secur code, enter it. need reorder shortcut main page. when reorder something, ""start order"", unintuit clock bag. just checkout i'll adjust order to. bad user experiences."
18,0,0,"not function china. ""lite"" version escap bloat mainland version, straightli refus not. even vpn."
19,0,0,have lot bugs. longer collect coin plant check recommendations. pleas
20,1,0,"with 23 built tracker track life fine detail worst app privaci plai store. app automatically, recogn activ send data compani anytim wants."
21,1,0,"brilliant app. free place ad good messag app built interactoon buyer sellers. also, kyc dilig secur transact platform."
22,0,0,"like app far. come great connect phone laptop. So phone me, receiv call text pc."
23,0,0,amaz phone charg
24,0,1,us applic
25,1,0,"thi 60mb app toothbrush requir gp permissions.  along calendar (why?), contact (why?), location, phone, storag other.  why toothbrush app invad privacy?  call tech support ask why. rolanda told requir featur mail brush head bui philips. ask ship address checkout yes. So gp permissions, right? My toothbrush toothbrush app not gps. toothbrush access gps.  ever! how ridiculous! philips, remov gp requir app!!"
26,0,0,us
27,0,0,"the applic good. however, detect camera includ othet secur camera meant road traffic."
28,0,0,us esai
29,0,0,"easi use. on improved, read email phone updat app, ad delet move inbox. A annoi busi dai"
30,0,0,"So good! just start today, feel secur know sensit stuff app spend monei lock up. thanks, developers!"
31,0,0,"love app. but yesterdai It suggest microsoft chang secur set pc, did. immedi messag phone app PC connect motorola cell phone. search set caus problem. txt cell PC send txt pc. help."
32,1,1,"when click button app' logo, take desktop style set taglin ""the gai program."" wish add screenshot. there actual peopl gimp. question secur too."
33,0,0,probabl worst app i'v used. suspend absolut reason happened. onli messag account disabl why. i'v lot peopl complain dev implememt (veri poorly) automat respons user messag (which rais lot privaci questions) disabl account report problem you. not recommend
34,0,0,app
35,0,0,"who design moron , brought bike month arriv problem send express deliveri"
36,0,0,"thi app scammers. i'v multipl peopl told need secur deposit ""save room me"". fortunatli end deposit. gonna app careful."
37,0,0,"veri conveni efficient. comput access notifications, send receiv text messages, phone calls. access imag folder phone, intern micro SD card, includung pictures, downloads, screenshots. wow!"
38,0,0,beauti user experi
39,0,0,"veri easi , ."
40,0,0,thi mac/io ecosystem pc/android
41,0,0,great app love text laptop. onli problem everytim send text laptop send messag twice.
42,0,0,"love fact text, phone notifications, pull pictur seamlessli phone surfac pro! awesom app!"
43,0,0,get text pc excellent.
44,0,0,"perfect way. final android phone everywhere. goodby skype, suck."
45,0,0,"incred smart, friendli"
46,0,0,"the app useless, suddenli log account. log again, detail order gone, unabl track item deliv status. ask solut feedback."
47,0,0,"wonderful app .. appli featur devic select devic , for proplem final permiss send notif .. link phone pc link work"
48,0,0,"thi app great agree, screen bigger, somehow. but, work sometimes. So security. like access phone anytim stop working. plus, i'd option remov statu bar pin code circl bigger.                                    overall, good app."
49,0,0,It cellphon tablet secur
50,0,0,good app but....th set  photo privaci - how set photo visibl peopl contacted/respond -   app login desktop. plz  needful.
51,0,0,"reall start app ""connects"" pc II send video pc uploading.stil learn"
52,0,0,"basic app password manag lack freatur offer opensourc app keypass. e.g: password copi true kei store clipboard replaced. the android app support firefox. In view, secur app support firefox os joke. cannot save gener password window password generator. ob copi password homescreen save."
53,0,0,us
54,0,0,"samsung galaxi a50 phone mode action activ auto permanently. anoth user try TO chang modifi email address password delet termin permanently. thi phone user announc privaci polici tram conditions, recours dashboard activ injustic illegal. So stopped. googl server overview, review chang samsung electron galaxi a50 smart phone _"
55,0,0,good app..but dont it..can me?
56,0,0,absolut great app samsung galaxi s21. you virtual phone window computer.
57,0,0,us one.
58,0,0,"never chang phone number goat take assist updat ingorm secur csnt yourself. becaus 2 factor cash current phone number file. email numer time assistance. also custom care sourced, prepar respons odd hours."
59,1,0,sign requir click month month birth. which invas privaci simpl app. what kind need? won't app. unistal now.
60,0,0,"app kinda work synch correctly. idea concept. the interfac connect phone work. hope screen cracked, login ms account occasionally. i'm secur condition. hope microsoft abandon app window phone. microsoft left hang deal. :("
61,0,0,"the worst app ever! download phone open it. when suppos used, app long time logo taobao nothing. moreover, taobao lite request access lot person information, work. what wast time!"
62,0,0,"thi easi app computer, sync time computer, can."
63,0,0,love it. No hook transfer
64,0,0,awesom app. alot tool
65,0,0,new user.
66,1,0,it. uninstal uncheck automat updat box. quit forc download phone dont need. you violat privacy. remov list now. everyon abil
67,1,0,why locat i'm headphones? invad privacy. delet app. update: email support/develop ask need locat permission. thei bother answer. that' week ago.
68,0,0,"enjoi vent part, search bar month app pretti difficult wanna specific. user experienc privaci bug well, love rate 5 star bug fixed."
69,0,0,thank connecting. had 1 star connecting. on hour persever worth phone connect enjoi eas devic work
70,0,0,"A app, it!!"
71,0,0,easi use.
72,0,0,absolut right secur
73,0,0,taobao english option translat english languag english peopl understand chines freeli meant intern community.
74,0,0,new user
75,0,0,job
76,0,0,run edg 7 launch app.... taobao
77,0,0,good for
78,0,0,"love app, phone call pc good microphon send text messag mobil function control pc monitor notif good hate hang phone work phone work"
79,0,0,log . It secur prob
80,0,0,cannot search product favourit store update. pleas asap!!!
81,1,0,"veri sleek performance. the share set bit hassl chang everytim enabl view slide, protect privaci okay. default set set."
82,0,0,"It crashes, refus respond add shop 
bag, work."
83,0,0,"delet pictur ,and site ,thi privaci issu ,along leav open discrimination, bigotri  fair hous ,pleas delet pictur site i'v respond"
84,0,0,love transfer photo phone laptop hunt cable. on improv chang command copi delete.
85,0,0,"user friendli term logist check loop detail, taobao provid link surt websit track record keep.loop .....im time buyer"
86,0,0,love tobget file phone
87,0,0,and e.g  'unfortun googl search stop ' problem devic slow. Or clear data caus problem.  CM security.  it.  It help lot.  thank read this.
88,0,0,"just run i'm like user friendli (so far) sincer this....really! On ya 5+++ star chang glad updat star rate. howev (too roll flow...typ stuff) well carri bright shini 5+++ rating. you word that. alrighti then....great job right?! you betcha! just me, lisa D. rivera am ttfn xo"
89,0,0,"wa wait super long custom simultan download app. As app downloaded, scan passport answer US custom questions. got regular ask secur mobil passport was, direct shorter line, bypass 200 peopl smooth sail customs. It great!"
90,0,0,collect otr station - collect is. highli recommend app.
91,0,0,"So far veri good ! realli thi review should Be taken again In two week ! 
after us much more !"
92,0,0,veri easi use. good
93,0,0,security.  that' count
94,0,0,"A neat app, send phone computer. includ text messages. love"
95,0,0,great. easi use. veri smooth shop experience.
96,0,0,"idea love app. sort thought process squirrel chase nut find. critic review, googl ""workflowi privaci policy""... fantast product."
97,0,0,practic learn apps.
98,0,0,"perfect emergencies/go handsfre wait it/custom servic rep onli reason massiv review yall work closer googl voice, natur beast lol love app account recoveries, breach hipaa/phi/pii ur good go!"
99,0,0,It absolut perfect. the provid access computer.
100,0,0,thi amazing! hate text phone poke finger...now type keyboard!
101,0,0,"useful, seamless practic brainer. must app phone"
102,0,0,"problem upload photo talk seller. asap, caus lot inconveni"
103,0,0,No english translation.
104,0,0,the reason app i'm PC answer phone pit phone stuff answer phone check messag notifications.
105,0,0,"make bui premium messag someone. No contact. even driver licence, ""security"" reasons, charg $14.99, charges. rip- off, idea popular, roomi better."
106,0,0,didn't yet.
107,1,0,password number code worri read notes. If i'm mistaken pattern secur well. it' super easi favorit note color. nice color too. would recommend.
108,0,0,ihi verui app
109,0,0,veri
110,0,0,final dream true. mai perfect appl ecosystem closest android window users.
111,0,0,easi
112,0,0,"the app load pages, refresh times. brows pay, desktop version."
113,0,0,"thi nice app, daili job pc."
114,0,0,"can improv server, load speed slow good internet. No problem app. china app, expand worldwid user world, care user countri too?"
115,0,0,veri app
116,0,0,great work devic updat call text device. make productive.
117,0,1,not enjoi app
118,0,0,"connect, share, manag wifi network app. wifi password addit featur net blocker & phone usag meter. ⭐features⭐ wifi scanner gener list nearbi wifi network & hotspots. also, secur detail wifi networks."
119,0,0,easi
120,0,0,"this, product helpful, now control call, sms, photo laptop, veri smooth working..."
121,1,1,"the gimp dev thought vnc connect share user profil good idea app hous sensit documents. you liter desktop machin complet accid view user files...lost words...   people, stai massiv data secur risk!"
122,0,0,"access it. open account independ (with privaci issu that), option given: 1) facebook account (I have, one), 2) phone (after ad phone, sm option users... fine), 3) googl account (it start connection, it, i'm post here...). can't app. uninstalled. sorry."
123,0,0,most help secur code retriev
124,0,0,love app easi use! veri handy!
125,0,0,packag track inaccess obscur huge ad. help center complet today. everyth super slow
126,0,0,stuff phone case phone respond
127,0,0,us simpl set up. love app. make life easier.
128,0,0,A app.
129,0,0,great
130,0,0,veri nice
131,0,0,"veri handy, easi"
132,0,1,work perfectli well. while work touch phone send receiv messages.
133,0,0,"thi stop work android devic win 10 pc. support centr india, technic support available. there troubl shoot app windows, run fake secur scan, report unspecifi problem mcafe purchased. the centr clerk want remot control pc attempt diagnos issue. the entir experi stank hack attempt. trust password  coffe maker."
134,0,0,great app. No demand amaz variety. also wonderfulli easi sleep timer.
135,0,0,"good updates, send pictur sellers, search product bought before. switch taobao app version uninstal this."
136,0,0,it' good app help devic threat help stage fright detector kind like i'm super protect phone super extra good secur i'v download lot malwar protect app lookout stage fry amaz good app love app liter meet produc good
137,0,0,"never work ""until todai "" dec 13 2018"" updat presto work flawlessly. send text great app connect win 10 pc. Go microsoft"
138,0,0,great pick phone time working. It addit possibl transfer voic call pc notif phone ring on. all good hope addit possibl future.
139,0,0,"easi use, useful."
140,1,0,"thi app requir facebook login. and facebook permiss uncheck photo list friends. yes, begun brows posts. thi complet shame rape privacy, accept real world. custom human dignity. My impress app such."
141,0,0,ads. not worth time.
142,0,0,love this. My phone pc work now.
143,0,0,"total version good !!!i uninstal it, pleas friendli user categori individu  item ....total hard brows hard time. pleas remak app order futur purchase."
144,0,0,"useless bullshit, regist"
145,0,0,"thi cool 2 lock screen high security!!! 😌😊😊 thi friend secrets, not phone. veri useful!!! 😉😊😌😊😉☺😇😇😇"
146,0,0,never set profil app crash time access privaci polici OR app term conditions! isn't breach regulations?? how suppos sign for?? sort philips!!
147,0,0,awesom & realli useful.
148,0,0,good. file ad all.
149,0,0,"veri usefull.. your phone unlock passcod phone. might damn phone, hand. serious though, It app. time."
150,0,0,work sending/receiv text messag computer.
151,0,0,it basi keyboard oper comput accessories. the knowledg mobil devic help grasp oper desktop portabl laptop.
152,0,0,"what lead ""no response""? thi kill shop mood!"
153,0,0,veri good
154,0,0,can't understand anything! why don⊙t english??? what' wrong english?
155,0,0,"good, but app window samsung m21"
156,0,0,great app work together.
157,0,0,We file transfer wifi direct.
158,0,0,like easili access phone content phone hand times!!!
159,0,0,"i'v problem, program, hard switch laptop off. So i'v problem, simpl statement, background noise, meat bone case naugh on."
160,0,1,have yet.
161,0,0,"updat update: thank kant respons updat app. hadn't email featur revision. i'm 5 star creat window version premier user? great app support. updat review below. the app updated. i'm fan icon. It ones. the recipi singl columns. none deal breaker. get it, it! great app text perfect opinion bcc option send emails. thi recipients' email expos unwant person (privacy). great app otherwise. would recommend it."
162,0,0,onli connect phone occasion connect last short time. pleas ongo issue. keep error code 18. updat 12-14-20 after updat fix connect issues. the app stabl now. updat 1-27-21 the issu caus microsoft samsung account linked. unlink work flawlessly. also fix onedr auto camera upload
163,0,0,great app. defecult link easi linked.
164,0,0,us
165,0,0,"easi app connect pc plug in. let' view photos, messag organis them. after plug usb bluetooth dongl phone call pc phone."
166,0,0,help phone clear pictur
167,0,0,"garbage. after enter credit card, order reenter secur code, error check out. the error doe not identifi miss secur code issue. It gener error. the engin work cash register, write code."
168,0,0,easi use! love photo desktop ease!
169,0,0,why french select region canada?
170,0,0,wa pc phone tablet?
171,0,0,phone app good self... samsung internet internet explorer.. googl edge...or chrome bing..it copi cat match thrown option..been good..i'm ..i'm time..but turn experi .I phone companion edg authentication..pc phone diff email work good
172,0,0,work awesom in! love it!
173,0,0,good easi
174,0,0,it' cool hate friend phone privaci time work work good app:)
175,0,0,"HI IM mick J and for the firstim IM learningsom skill ON MY laptop thi app IS veri usefulland knollag would reconmend IT TO all """
176,0,0,"stuck load page,  useless."
177,0,0,just state link concern secur ......
178,1,0,"absolut love abil send sm pc constantli unlock lock devic sm receive. could bit secur though, googl playbook messag app, scan A QR code authent device. open app control device."
179,0,0,"chrome at, long time switch firefox i'v firefox fan final decid chrome shot. that 5 year' i'v push chrome look back. origin love type googl password chang featur secur concern bum lil bit. all #1 browser me."
180,0,0,us app
181,0,0,us handi
182,1,0,"excel app, effici user friend, fast reliable. No issu insecur upload person data becuas safe here."
183,0,0,"jiji.ng site recommend good vehicl buy. on uniqu degre responsiveness. for security, fear. jiji.ng place motors. add vehicles, jimi.ng place. there vehicl anybody' choice. jiji edai keke!!!!"
184,0,0,best app ever!
185,0,0,"view app smartphon window 10 laptop. It save lot time me. more done, organ before. love it!"
186,0,0,app improv time. veri useful.
187,0,0,"there lot choic featur thought execut inexpens subscript ad free listening. mind ads. thi favorit classic radio shows. love categori select too. update, station listen stop plai station load."
188,0,0,"review edited: thi origin 1-star review, frustrat but head app update. the suggest ""pleas updat latest version,"" initi updat *app* -- work frustrated. however, work updat =window app=, android app. onc microsoft store, messag photo phone instantli appear pc. there slight hiccup text list number name -- however, quick reboot phone PC correct that. now working, time yes, app fantastic. keyboard type 110 wpm thumb type 0.3 wph text godsend. be instantli download pic phone hard drive huge convenience. 5/5, wholeheartedli love work app, issues, is: *both* app up-to-date."
189,0,0,it' phone computerized. nifti lol gaget just forget disconnect share pc lol
190,0,0,thought nice designed. trust secur phone. It doesn't.... time pretti useless security. onli nice design. uninstal reliabl app lock phone.
191,0,1,great app present
192,0,0,doesnt displai notifications. 2 unlock phone w/e ur screen 1/2 b4 app kick lock lock screen doesnt happen. doesnt 2 turn live effect & ur select lock screen imag isnt correct size app stretch/contract 2 fit. secur option (pin). ad app annoi OK otherwise.
193,0,0,unfortun admin monitor well. If gunna app monitor peopl monitor it. fake account men pretend women. secur app upload profil pic pictur facial ident proof. pictur proof i.d phone number approved. improvement.
194,0,1,"the app site purchas send ticket! after enter information, send text code phone secur purposes, receiv it. goat speak live person."
195,0,0,"absolut love app. want diari long time cuz forget badly, ordinari ones. magnific app. want ask, chance, map thingi work sometime? lot legal stuff privaci not, interest diari owner country."
196,0,0,old time radio app stai close press paus close phone bring app function kid sleep phone surf net old-tim radio plai loud wake kids.  hate it.  delet game
197,0,0,vwry
198,0,0,"thi good accurate, privaci choic person struggl join unsubscrib time"
199,0,0,veri good
200,0,0,"So good.. enhanc requir featur device's/brand ""huawei"" example, accept"
201,0,0,easi use...
202,0,0,"i'v it, sync devices. but accept input messageease, soft keyboard work fine dozen apps. plu secur issu mention user."
203,1,1,essenti app..i love app...thi app privaci
204,1,0,"problems. are:- 1) ""tax deduction"" menu style difficult handle. 2) ""form download"". 3) maximum mobil show messag ( secur / antiviru app exist mobil ) - ""privaci risk app download "" . 4) need updat app. . otherwis app nice."
205,0,1,"enjoi messag bigger pc's. nicely, thought project that work i'm & about, jot onenote, desktop wait me."
206,1,1,your privaci polici app locat allow locat devic i'm unabl access it... the internet IP address data turn on. So app locat devic access it?
207,1,0,"it' ever--it' crash now.   It freed cabl tv.  however, understand enabl location, watch local channel.  As result, watch wifi privaci app, vpn.   the cloud dvr  good, time.  mind space recordings, free.  samsung galaxi note 5, roku device, comcast wifi, t-mobile."
208,0,0,awesom app microsoft user love
209,0,0,"but good choos weather 4 digit secur multi digit security, design set & final bug friend unlock type pin unlock , upgrad level, reading? hope soon. & notif too!:-)"
210,0,0,"thi great,,,👌👌👌,,,help interm secur"
211,0,0,"anyon hack app. the secur question  is... citi born in, answer freak secur question  tim buck two, but unless you want privaci invaded, DO not download"
212,0,0,it easi wallpap lovely. although secur measur  set case attempt delet app.
213,0,0,"thi app bad. It work. If loop privaci polici page, freezes."
214,0,0,beauti dai deliveri servic rememb receiv email send email list
215,1,0,thi ad privaci invader. don't download it. It work.
216,0,0,gud. conveni use.thank
217,0,0,"it' great read send text messag desktop, make land-lin call desk longer hold phone ear."
218,0,1,thi finest user interfac seemlessli bring mobil dock cheer babe
219,1,0,"not free featur requir subscription. recommend global entri altern $25 year includ precheck. additionally, case app, custom funnel passeng singl baggag claimed, negat time save achieved. edit: To clarify, paid featur justifi cost. security/privaci practic store person info devic encrypted."
220,0,0,"login. enter email, password, secur code, i'm enter email."
221,0,0,It easi good secur app
222,0,0,it lock devic secur it...
223,0,0,veri
224,0,0,it' OK but it kinda useless good feel it!
225,0,0,"compair amazon' app bit complic use. ship cost order. paid order dai later, order wait pai shipping. cost ship 1/3 order! not recommended."
226,1,0,veri good privat notepad secur features. love
227,1,0,"it' run background collect person data. and stopped. onc manual closed, automat start"
228,0,0,"So shop detail written chinese, 
doesn't add shop list! wouldn't taobao 
management english intern shopper 
chines bui product company!?"
229,0,1,"work great update, doesn't work update. tri reinstal times, doubl check privaci settings, clear cache, clear data... and covid easi order panda answer phone. guess i'm order panda app fixed."
230,1,0,"jodel requir googl locat accuraci turn order app. why gp enough? It requir phone permiss account, violat user privaci trust type text confirm code. want hear latest buzz company, uninstal unreason permiss requests."
231,0,0,work intend understand lag initi messag pc. see phone network fast nice glu pc forget phone.
232,0,0,"hello, greatli love app, before. the featur return more. but includ *vault* app strictli person note hate intrus read note glance. additionally, vault vault lock absolut privacy. you includ edit featur app well. userl 5-star premium. thank"
233,0,0,"As now, good, offend photos. everyon chat nice peopl rude extrem messages. keep good qualiti secur app hope video chat"
234,0,0,"i'm '...ha stopped' messag constantly. also, app data does.  edit: they'v long fix drop issues. app work fine, batteri drain warn often. would nice implement english app. still prefer PC version."
235,0,0,"work great, messag send instantly, love it! plu non- intrusive, easi access! thank great, highli function app! definit conveni have, casual work studying, phone, concern miss important, easi ignor important, handl important. As mom, constantli forget grab phone, it. 5*"
236,0,0,nice
237,0,0,"you read review app, instal it. on app ever term productivity. you all function phone work computer."
238,0,0,good. much. but coupl time i'm desktop cell reach.
239,0,0,"great program. It bit twitchi time reliabl me. standard email gmail account text messaging. microsoft effort make stabl respons ""update, reinstall, check set on"". fix people. Or open source."
240,0,0,"veri good window desk user's, app perfectli working."
241,0,0,mostli success predict type laptop
242,0,0,work fine me. googl app photo storage. thi app design share pc phone. on set knowledg understand android window integr
243,0,0,better expected. nice send receiv msg call PC it.
244,0,0,"frustrat contact konstantin issu instruct hesitation: browser available, i'v used! thi beautifulli design browser all, privacy+secur features+customiz belief ""eas use"" factor 2nd (just posit review actual download ratio)! prompt person custom servic minut compar days! DO recommend! big thanks!!"
245,0,0,"To your phone companion app android phone, not call ""your phone companion"" built-in feature. you access quick menu slide 2 finger screen downwards. then option: ""link window"". thi it! click follow instructions. you start your phone app window first... work well."
246,0,0,incred useful! realli PC android close connected appl products. highli recommend! just switch sync data peak performance.
247,0,1,love it-
248,1,0,"It appear opt provid privat (e.g., brush times, whatever) - privaci notoc sharebyour data long want, want? mayb miss something...."
249,0,0,"awesom service, save time secur keepsake."
250,0,0,handi
251,0,1,useless. can account login.
252,1,0,"privaci risk, read privaci note car  efully. intel share person parti servic govt authorities. So judg it, safe store card password here."
253,0,0,"love app!!! it' easi connect, easi use. thank make easier connect."
254,0,0,O download gem
255,0,0,"miss crashing, conflict system instal sd card bypass googl secur instal unknown places, download video app work know, app neat. Be care delet system steal read sd correctly, nice job."
256,0,0,easi pleas app.
257,0,0,"On samsung app hidden, access quick set (icon notifications). otherwis featur great. notif dismiss pc. phone screen pc."
258,0,0,collect tianmo point link web
259,0,0,soon good easi
260,1,0,privaci issu - access contacts? and messag chinese???
261,1,0,privaci issu - access contacts? and messag chinese???
262,0,0,such us app allow PC phone equal us
263,0,0,not work upgrad android 11 samsung ui 3.0. just load blank screen. pl fix.
264,0,0,though chines bit english suck chinese!!!!!
265,0,0,ipad. It work bigger &
266,0,0,work expect basic function
267,0,0,easi use. not experienc features.
268,0,0,amaz applic link phone window great access app window mobile.
269,0,0,excel user friendli
270,0,0,us good
271,0,0,dear microsoft microsoft access viewer android.
272,0,0,"surpris app , fantast"
273,0,0,"gui 5***** app stop restart phone.i click resum function lock app screen .at time press lock button lag obserrv respond.it' secur statu intensified.develop rectifi issue.overall,th app exceptional."
274,0,0,effici useful
275,0,0,veri app
276,0,0,"care not visit aliexpress site shoe seller ""clort footwear store"" terribl site collud seller wrongdoings.i complain aliexpress report reject 9 times.sel delai 11/11 offer enquiri honour discount price mistake.bett avoid site rogu seller."
